Name,Platform,Year,Genre,Publisher,NorthAmerica_Sales,Europe_Sales,Japan_Sales,Other_Sales,Global_Sales,Multi_Platform
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008,Role-Playing,D3Publisher,0.13,0.0,0.0,0.01,0.15,False
Baseball Blast!,WII,2009,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,False
Super Monkey Ball Deluxe,XB,2005,Misc,Sega,0.11,0.03,0.0,0.01,0.15,True
Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999,Role-Playing,Atlus,0.0,0.0,0.14,0.01,0.15,True
Shin Chan: ¡Aventuras de Cine!,DS,2008,Platform,505 Games,0.0,0.0,0.15,0.0,0.15,False
Jurassic: The Hunted,WII,2009,Shooter,Activision,0.14,0.0,0.0,0.01,0.15,True
The Cursed Crusade,X360,2011,Action,DTP Entertainment,0.08,0.05,0.0,0.01,0.15,True
Charm Girls Club: Pajama Party,WII,2009,Misc,Electronic Arts,0.14,0.0,0.0,0.01,0.15,False
SpongeBob's Boating Bash,DS,2010,Misc,THQ,0.13,0.0,0.0,0.01,0.15,True
Tamagotchi Collection,DS,2011,Misc,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,False
Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,True
NHL 2K10,X360,2009,Sports,Take-Two Interactive,0.11,0.02,0.0,0.01,0.15,True
White Knight Chronicles: Origins,PSP,2011,Role-Playing,Sony Computer Entertainment,0.0,0.04,0.09,0.02,0.15,False
Trivial Pursuit: Bet You Know It,WII,2011,Misc,Electronic Arts,0.09,0.04,0.0,0.01,0.15,False
Turbo Prop Racing,PS,1997,Racing,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,False
Barbie Superpack: Secret Agent / Groovy Games,GBA,2005,Misc,Vivendi Games,0.1,0.04,0.0,0.0,0.15,False
Tom Clancy's Ghost Recon,GC,2003,Shooter,Ubisoft,0.11,0.03,0.0,0.0,0.15,True
Pac-Man Party 3D,3DS,2011,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15,False
Dance Dance Revolution (North America),PS,2001,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15,False
Darkstalkers Chronicle: The Chaos Tower,PSP,2004,Fighting,Capcom,0.13,0.0,0.0,0.01,0.15,False
WWE '13,WII,2012,Action,THQ,0.11,0.02,0.0,0.01,0.15,False
Mad Dash Racing,XB,2001,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,False
Bakugan Battle Brawlers: Defenders of the Core,X360,2010,Action,Activision,0.11,0.02,0.0,0.01,0.15,True
Rayman Origins,3DS,2012,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15,True
Summon Night 5,PSP,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,False
MotoGP 2: Ultimate Racing Technology,PS2,2001,Racing,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,False
Black * Rock Shooter: The Game,PSP,2011,Role-Playing,Unknown,0.0,0.0,0.15,0.0,0.15,False
BMX XXX,PS2,2002,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15,True
Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,True
Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005,Misc,Sega,0.1,0.04,0.0,0.0,0.15,False
Boktai: The Sun is in Your Hand,GBA,2003,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15,False
Making History: The Great War,WII,2010,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,True
Guilty Gear X2 #Reload,XB,2004,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,False
Wizardry VII: Gadeia no Houshu,PS,1995,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,False
ReCore,XONE,2016,Action,Microsoft Game Studios,0.08,0.05,0.0,0.01,0.15,False
Soldier of Fortune: Payback,PS3,2007,Shooter,Activision,0.12,0.02,0.0,0.01,0.15,True
F1 2012,PC,2012,Racing,Codemasters,0.01,0.11,0.0,0.02,0.15,True
Elf: The Movie,GBA,2004,Action,Crave Entertainment,0.1,0.04,0.0,0.0,0.15,False
MLB SlugFest 20-03,GC,2002,Sports,Midway Games,0.11,0.03,0.0,0.0,0.15,True
Tiger Woods PGA Tour,DS,2004,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,True
Tamagotchi no Appare! Niji Venture,DS,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,False
Ultimate Board Game Collection,WII,2007,Misc,Xplosiv,0.13,0.0,0.0,0.01,0.14,True
Grabbed by the Ghoulies,XB,2003,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14,False
Cars: Mater-National Championship,X360,2007,Racing,THQ,0.13,0.0,0.0,0.01,0.14,True
Shadow Hearts: From The New World,PS2,2005,Role-Playing,Ghostlight,0.07,0.06,0.0,0.02,0.14,False
Rayman Raving Rabbids,DS,2007,Misc,Ubisoft,0.13,0.01,0.0,0.01,0.14,True
Terraria,PC,2011,Action,Unknown,0.0,0.13,0.0,0.01,0.14,True
Derby Stallion Gold,3DS,2014,Sports,Kadokawa Shoten,0.0,0.0,0.14,0.0,0.14,False
CSI: 3 Dimensions of Murder,PS2,2007,Adventure,Ubisoft,0.07,0.06,0.0,0.02,0.14,False
Barbarian,PS2,2002,Fighting,Titus,0.07,0.06,0.0,0.02,0.14,False
Tennis no Oji-Sama: Aim at The Victory!,GBA,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,False
L.A. Rush,XB,2005,Racing,Midway Games,0.11,0.03,0.0,0.01,0.14,True
Rubik's World,WII,2008,Puzzle,Game Factory,0.12,0.01,0.0,0.01,0.14,True
Record of Agarest War 2,PS3,2010,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14,False
QuickSpot,DS,2006,Misc,Namco Bandai Games,0.01,0.0,0.13,0.0,0.14,False
"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,1994,Role-Playing,Game Arts,0.0,0.0,0.14,0.0,0.14,False
Pipe Dreams 3D,PS,2001,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,0.14,False
Skylanders Giants,3DS,2012,Action,Activision,0.12,0.01,0.0,0.01,0.14,True
Spider-Man: Friend or Foe,WII,2007,Action,Activision,0.13,0.0,0.0,0.01,0.14,True
Fox Sports Golf '99,PS,1997,Sports,Gremlin Interactive Ltd,0.08,0.05,0.0,0.01,0.14,False
Power Rangers: Super Legends,PS2,2007,Action,Disney Interactive Studios,0.07,0.06,0.0,0.02,0.14,True
Jurassic: The Hunted,PS2,2009,Shooter,Activision,0.07,0.06,0.0,0.02,0.14,True
Sakura Wars GB,GB,2000,Adventure,Media Factory,0.0,0.0,0.14,0.0,0.14,False
Fatal Frame,PS2,2001,Action,Wanadoo,0.07,0.06,0.0,0.02,0.14,True
Rayman 3,GBA,2003,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.14,False
The Fifth Element,PS,1998,Action,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,False
BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,PQube,0.07,0.03,0.02,0.02,0.14,True
Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009,Adventure,Nintendo,0.0,0.0,0.14,0.0,0.14,False
Wild ARMs 4,PS2,2005,Role-Playing,505 Games,0.07,0.06,0.0,0.02,0.14,False
Ratatouille,GC,2007,Action,THQ,0.11,0.03,0.0,0.0,0.14,True
G.I. Joe: The Rise of Cobra,PS2,2009,Action,Electronic Arts,0.11,0.0,0.0,0.03,0.14,True
Casper: Spirit Dimensions,PS2,2001,Platform,TDK Mediactive,0.07,0.05,0.0,0.02,0.14,True
Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,False
Sengoku Musou 3 Empires,PS3,2011,Action,Tecmo Koei,0.0,0.0,0.14,0.0,0.14,False
Thunder Truck Rally,PS,1997,Racing,Psygnosis,0.08,0.05,0.0,0.01,0.14,False
Klonoa: Empire of Dreams,GBA,2001,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,False
SafeCracker: The Ultimate Puzzle Adventure,DS,2009,Puzzle,The Adventure Company,0.07,0.06,0.0,0.01,0.14,True
Geometry Wars: Galaxies,DS,2007,Shooter,Vivendi Games,0.13,0.0,0.0,0.01,0.14,True
Famista Returns,3DS,2015,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,False
Syndicate,PS3,2012,Shooter,EA Games,0.07,0.06,0.0,0.02,0.14,True
Adrenalin Misfits,X360,2010,Racing,Konami Digital Entertainment,0.12,0.02,0.0,0.01,0.14,False
Karaoke Revolution Glee: Volume 3,X360,2011,Misc,Konami Digital Entertainment,0.13,0.0,0.0,0.01,0.14,True
Cave Story 3D,3DS,2011,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,False
Iron & Blood,PS,1996,Fighting,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,False
Mega Man Powered Up,PSP,2006,Platform,Capcom,0.12,0.01,0.0,0.02,0.14,False
Balloon Pop,DS,2009,Puzzle,UFO Interactive,0.13,0.0,0.0,0.01,0.14,True
Class of Heroes,PSP,2008,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.14,False
Second Sight,PS2,2004,Adventure,Codemasters,0.07,0.05,0.0,0.02,0.14,True
Heroes of Mana,DS,2007,Strategy,Square Enix,0.07,0.01,0.05,0.01,0.14,False
Alien: Isolation,PC,2014,Shooter,Sega,0.0,0.14,0.0,0.01,0.14,True
G.I. Joe: The Rise of Cobra,PSP,2009,Action,Electronic Arts,0.11,0.02,0.0,0.02,0.14,True
Just Cause 3,PC,2015,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,True
Monster House,PS2,2006,Adventure,THQ,0.07,0.05,0.0,0.02,0.14,True
Phantom Brave,PS2,2004,Role-Playing,Tecmo Koei,0.07,0.05,0.0,0.02,0.14,False
Thor: God of Thunder,X360,2011,Action,Sega,0.09,0.04,0.0,0.01,0.14,True
Championship Motocross 2001 featuring Ricky Carmichael,PS,2001,Racing,THQ,0.08,0.05,0.0,0.01,0.14,False
Kenka Banchou 5: Otoko no Housoku,PSP,2011,Action,Spike,0.0,0.0,0.14,0.0,0.14,False
Doshin the Giant,GC,2002,Simulation,Nintendo,0.0,0.0,0.14,0.0,0.14,False
Star Ocean: Blue Sphere,GB,2001,Role-Playing,Enix Corporation,0.0,0.0,0.14,0.0,0.14,False
Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005,Misc,Activision,0.1,0.04,0.0,0.0,0.14,False
Mojo!,PS2,2003,Puzzle,Mindscape,0.07,0.05,0.0,0.02,0.14,True
Kamen Rider Ryuki,PS,2002,Action,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,False
Front Mission Alternative,PS,1997,Strategy,SquareSoft,0.0,0.0,0.13,0.01,0.14,False
World Championship Poker: Howard Lederer - All In,PSP,2006,Misc,505 Games,0.13,0.0,0.0,0.01,0.14,False
FIFA Soccer 2005,GC,2004,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14,True
Harvest Moon: Hero of Leaf Valley,PSP,2009,Simulation,Rising Star Games,0.07,0.02,0.05,0.01,0.14,False
Diner Dash: Flo on the Go,DS,2009,Puzzle,Zoo Games,0.13,0.0,0.0,0.01,0.14,False
Hexyz Force,PSP,2009,Role-Playing,Atlus,0.07,0.0,0.06,0.01,0.14,False
Power Stone,DC,1998,Fighting,Eidos Interactive,0.0,0.0,0.14,0.0,0.14,False
Jonny Moseley Mad Trix,PS2,2001,Sports,3DO,0.07,0.05,0.0,0.02,0.14,False
Uta no * Prince-Sama: Repeat,PSP,2011,Adventure,Broccoli,0.0,0.0,0.14,0.0,0.14,False
Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012,Action,Marvelous Entertainment,0.0,0.0,0.14,0.0,0.14,False
MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,Codemasters,0.07,0.05,0.0,0.02,0.14,True
Cake Mania 3,DS,2009,Simulation,Majesco Entertainment,0.13,0.0,0.0,0.01,0.14,False
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010,Role-Playing,Nippon Ichi Software,0.07,0.0,0.06,0.01,0.14,False
Gundam Breaker 2,PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,True
.hack//Link,PSP,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,False
Terminator 3: Rise of the Machines,XB,2003,Action,Atari,0.11,0.03,0.0,0.01,0.14,True
SSX On Tour,XB,2005,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14,True
NCAA College Basketball 2K3,XB,2002,Sports,Sega,0.11,0.03,0.0,0.01,0.14,True
Victorious Boxers: Revolution,WII,2007,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14,False
Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,0.0,0.09,0.02,0.02,0.14,True
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14,False
Doom,GBA,2001,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,True
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010,Puzzle,Astragon,0.09,0.04,0.0,0.01,0.14,False
Mary-Kate and Ashley: Winners Circle,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,False
Jewel Quest Solitaire,DS,2009,Puzzle,GSP,0.0,0.13,0.0,0.02,0.14,False
PaRappa The Rapper 2,PS2,2001,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,False
OutRun 2,XB,2004,Racing,Sega,0.11,0.03,0.0,0.01,0.14,False
Okami,PS3,2012,Action,Capcom,0.0,0.0,0.14,0.0,0.14,True
Marvel vs. Capcom 2: New Age of Heroes,DC,2000,Fighting,Virgin Interactive,0.0,0.0,0.14,0.0,0.14,True
Super Dodgeball Brawlers,DS,2008,Sports,Arc System Works,0.13,0.0,0.0,0.01,0.14,False
NFL Head Coach 09,PS3,2008,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,True
Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,True
Soukaigi,PS,1998,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01,0.14,False
PANGYA: Fantasy Golf,PSP,2009,Sports,Takara Tomy,0.09,0.0,0.04,0.01,0.14,False
Fast Food Panic,DS,2010,Simulation,Nobilis,0.13,0.0,0.0,0.01,0.14,True
Pipe Mania,PS2,2008,Puzzle,Empire Interactive,0.07,0.05,0.0,0.02,0.14,True
Xevious 3D/G+,PS,1997,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14,False
Metal Gear Solid V: Ground Zeroes,X360,2014,Action,Konami Digital Entertainment,0.07,0.05,0.01,0.01,0.14,True
Gretzky NHL 06,PSP,2005,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.14,True
Shonen Jump's Shaman King: Master of Spirits,GBA,2004,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.14,False
Kid Adventures: Sky Captain,WII,2010,Action,Unknown,0.09,0.04,0.0,0.01,0.14,False
NFL Blitz 20-03,XB,2002,Sports,Midway Games,0.11,0.03,0.0,0.01,0.14,True
PaRappa The Rapper,PSP,2006,Misc,Sony Computer Entertainment,0.11,0.0,0.02,0.02,0.14,False
Pirates: The Legend of Black Kat,PS2,2002,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,0.14,True
Fur Fighters: Viggo's Revenge,PS2,2001,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02,0.14,False
Thor: God of Thunder,PS3,2011,Action,Sega,0.07,0.05,0.0,0.02,0.14,True
Krull,2600,1982,Action,Atari,0.13,0.01,0.0,0.0,0.14,False
The Walking Dead: Season One,PSV,2013,Adventure,Square Enix,0.1,0.0,0.01,0.03,0.14,True
Yu-Gi-Oh! Monster Capture GB,GB,2000,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,False
Zapper: One Wicked Cricket!,GBA,2002,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,True
Skylanders Imaginators,PS4,2016,Platform,Activision,0.04,0.08,0.0,0.02,0.14,True
"NewU Fitness First Mind Body, Yoga & Pilates Workout",WII,2010,Sports,Black Bean Games,0.12,0.01,0.0,0.01,0.14,False
The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.07,0.05,0.0,0.02,0.14,True
Scooby-Doo! Night of 100 Frights,XB,2003,Platform,THQ,0.11,0.03,0.0,0.01,0.14,True
Naruto Shippuden: Ninja Destiny 3,DS,2006,Fighting,D3Publisher,0.0,0.01,0.13,0.0,0.14,False
Ford Racing Off Road,PSP,2008,Racing,Xplosiv,0.05,0.08,0.0,0.02,0.14,True
Chicken Shoot,DS,2007,Action,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,True
Dead to Rights,GC,2002,Shooter,Electronic Arts,0.11,0.03,0.0,0.0,0.14,True
Scarface: The World is Yours,WII,2007,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,True
Top Spin 4,WII,2011,Sports,Take-Two Interactive,0.04,0.08,0.0,0.02,0.14,True
Sphinx and the Cursed Mummy,GC,2003,Action,THQ,0.11,0.03,0.0,0.0,0.14,True
Disney's Planes,WII,2013,Simulation,Disney Interactive Studios,0.07,0.06,0.0,0.01,0.14,True
MX vs. ATV Reflex,DS,2009,Racing,THQ,0.13,0.0,0.0,0.01,0.14,True
Hero's Saga Laevatein Tactics,DS,2008,Role-Playing,GungHo,0.13,0.0,0.0,0.01,0.14,False
Cabela's Outdoor Adventures (2009),PS2,2009,Sports,Activision Value,0.07,0.05,0.0,0.02,0.14,True
Cranium Kabookii,WII,2007,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,False
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998,Adventure,Sunsoft,0.08,0.05,0.0,0.01,0.14,False
Active Life Explorer,WII,2010,Sports,Namco Bandai Games,0.13,0.0,0.0,0.01,0.14,False
XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.04,0.08,0.0,0.02,0.14,True
Naruto RPG 2: Chidori vs Rasengan,DS,2005,Role-Playing,Tomy Corporation,0.0,0.0,0.14,0.0,0.14,False
Pro Evolution Soccer 2015,XONE,2014,Sports,Konami Digital Entertainment,0.03,0.1,0.0,0.01,0.14,True
Project V6,PS,1998,Strategy,General Entertainment,0.0,0.0,0.13,0.01,0.14,False
Destruction Derby Raw,PS,2000,Racing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,False
Risen 2: Dark Waters,X360,2012,Role-Playing,Deep Silver,0.05,0.08,0.0,0.01,0.14,True
World Tour Soccer 2003,PS2,2002,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,False
Akiba's Trip,PSP,2011,Adventure,Acquire,0.0,0.0,0.14,0.0,0.14,False
Arctic Tale,DS,2007,Adventure,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,True
Bravo Air Race,PS,1997,Racing,THQ,0.08,0.05,0.0,0.01,0.14,False
Onimusha Essentials,PS2,2008,Action,Capcom,0.07,0.05,0.0,0.02,0.14,False
Gundam: The Battle Master,PS,1997,Fighting,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,False
Ben 10 Galactic Racing,3DS,2011,Racing,D3Publisher,0.07,0.07,0.0,0.01,0.14,True
ArmA II,PC,2009,Shooter,505 Games,0.0,0.12,0.0,0.02,0.14,False
WWE 2K17,PS3,2016,Sports,Take-Two Interactive,0.05,0.07,0.0,0.02,0.14,True
Spyro: A Hero's Tail,XB,2004,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.14,True
¡Shin Chan Flipa en colores!,DS,2007,Platform,505 Games,0.0,0.0,0.14,0.0,0.14,False
Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14,False
Drawn to Life Collection,DS,2010,Misc,THQ,0.13,0.0,0.0,0.01,0.14,False
Eternal Poison,PS2,2008,Role-Playing,Banpresto,0.07,0.05,0.0,0.02,0.14,False
Gretzky NHL 06,PS2,2005,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,True
Gungrave: Overdose,PS2,2004,Shooter,Play It,0.07,0.05,0.0,0.02,0.14,False
Metal Slug Anthology,WII,2006,Shooter,Ignition Entertainment,0.12,0.01,0.0,0.01,0.14,True
Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,2011,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,False
The Orange Box,PC,2007,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14,True
Shovel Knight,3DS,2015,Platform,Yacht Club Games,0.08,0.04,0.02,0.01,0.14,True
Pro Evolution Soccer 2015,X360,2014,Sports,Konami Digital Entertainment,0.05,0.08,0.0,0.01,0.14,True
NBA ShootOut 2002,PS,2001,Sports,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,False
The Granstream Saga,PS,1997,Role-Playing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,False
Power Gig: Rise of the SixString,PS3,2010,Misc,Unknown,0.13,0.0,0.0,0.01,0.14,True
Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14,False
Bio FREAKS,N64,1998,Action,GT Interactive,0.11,0.03,0.0,0.0,0.14,True
Bassmasters 2000,N64,1999,Sports,THQ,0.11,0.03,0.0,0.0,0.14,False
Micro Machines 64 Turbo,N64,1999,Racing,Codemasters,0.11,0.03,0.0,0.0,0.14,False
Baldur's Gate: Dark Alliance,GC,2002,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14,True
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.13,0.0,0.14,False
Eternal Eyes,PS,1999,Role-Playing,Sunsoft,0.08,0.05,0.0,0.01,0.14,False
The Walking Dead: Season Two,XONE,2014,Adventure,Telltale Games,0.08,0.05,0.0,0.01,0.14,True
Dream Pinball 3D,WII,2008,Misc,SouthPeak Games,0.1,0.02,0.0,0.01,0.14,True
Fate/Unlimited Codes,PS2,2008,Fighting,Capcom,0.0,0.0,0.14,0.0,0.14,False
Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,False
The Operative: No One Lives Forever,PS2,2002,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14,False
Gallop & Ride!,WII,2008,Sports,THQ,0.13,0.0,0.0,0.01,0.14,False
Epidemic,PS,1995,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14,False
Monster House,GC,2006,Adventure,THQ,0.11,0.03,0.0,0.0,0.14,True
Backyard Sports: Sandlot Sluggers,DS,2010,Sports,Atari,0.13,0.0,0.0,0.01,0.14,True
Dead or Alive 2,DC,2000,Fighting,Acclaim Entertainment,0.0,0.0,0.14,0.0,0.14,True
Buck Fever,WII,2009,Sports,Destineer,0.13,0.0,0.0,0.01,0.14,False
Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015,Action,Capcom,0.0,0.0,0.14,0.0,0.14,False
Cabela's African Safari,X360,2006,Sports,Activision Value,0.13,0.0,0.0,0.01,0.14,True
NCAA Basketball Final Four 97,PS,1997,Sports,Mindscape,0.08,0.05,0.0,0.01,0.14,False
Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,False
Atari's Greatest Hits: Volume 1,DS,2010,Misc,Atari,0.13,0.0,0.0,0.01,0.14,False
The Bombing Islands,PS,1997,Platform,Kemco,0.08,0.05,0.0,0.01,0.14,False
Yogi Bear: The Video Game,DS,2010,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14,True
Earth Defense Force 2: Invaders from Planet Space,PSP,2011,Action,D3Publisher,0.0,0.0,0.14,0.0,0.14,True
Just Cause,X360,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,True
Hot Wheels: Beat That!,WII,2007,Racing,Activision,0.13,0.0,0.0,0.01,0.14,True
X-Blades,X360,2009,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14,True
Odin Sphere: Leifthrasir,PSV,2016,Role-Playing,Nippon Ichi Software,0.02,0.02,0.09,0.01,0.14,True
Homefront: The Revolution,XONE,2016,Shooter,Deep Silver,0.06,0.07,0.0,0.01,0.14,True
Gyakuten Saiban 2,GBA,2002,Action,Capcom,0.0,0.0,0.14,0.0,0.14,False
Godzilla: Save the Earth,XB,2004,Fighting,Atari,0.1,0.03,0.0,0.0,0.14,True
Micro Machines,PS2,2002,Racing,Atari,0.07,0.05,0.0,0.02,0.14,False
TRINITY: Souls of Zill O'll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,False
Detective Barbie: The Mystery Cruise,PS,1999,Adventure,Mattel Interactive,0.08,0.05,0.0,0.01,0.14,False
Jim Henson's the Muppets: On With the Show!,GBA,2003,Action,TDK Mediactive,0.1,0.04,0.0,0.0,0.14,False
Desire,SAT,1997,Adventure,Imadio,0.0,0.0,0.14,0.0,0.14,False
Asphalt: Urban GT 2,DS,2006,Racing,Ubisoft,0.09,0.04,0.0,0.01,0.14,False
Pro Yaky? Spirits 2014,PS3,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,True
Virtua Tennis 4,WII,2011,Sports,Sega,0.05,0.08,0.0,0.01,0.14,True
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14,False
Frank Thomas Big Hurt Baseball,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,False
Power Pro Kun Pocket 8,DS,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,False
Enclave,XB,2002,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14,False
Sid Meier's Pirates!,XB,2005,Strategy,Take-Two Interactive,0.11,0.03,0.0,0.01,0.14,True
Wild ARMs XF,PSP,2007,Role-Playing,505 Games,0.07,0.0,0.06,0.01,0.14,False
Bottom of the 9th,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0.0,0.01,0.14,True
7 Days to Die,PS4,2016,Action,Telltale Games,0.04,0.08,0.0,0.02,0.14,True
Rayman Legends,PSV,2014,Platform,Ubisoft,0.01,0.1,0.0,0.03,0.14,True
Dino Crisis 3,XB,2003,Action,Capcom,0.08,0.03,0.03,0.0,0.14,False
NFL Blitz 20-03,GC,2002,Sports,Midway Games,0.11,0.03,0.0,0.0,0.14,True
The King of Fighters '94 (CD),NG,1993,Fighting,SNK,0.0,0.0,0.14,0.0,0.14,False
Horse Life Adventures,WII,2008,Simulation,Deep Silver,0.12,0.01,0.0,0.01,0.14,True
College Hoops 2K8,PS3,2007,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,True
Risen,PC,2009,Role-Playing,Deep Silver,0.0,0.11,0.0,0.02,0.14,True
Barbie Explorer,PS,2001,Platform,Unknown,0.08,0.05,0.0,0.01,0.14,False
Disney's Chicken Little,XB,2005,Platform,Disney Interactive Studios,0.1,0.03,0.0,0.0,0.14,True
